word,ipa,altipa,type,
উত্কৃষ্ট,utkriʃʈo,,headword,
উত্কোচ,utkoc,,headword,
উত্ক্ষিপ্ত,utkhipto,,headword,
উত্ক্ষেপ,utkhep,,headword,
উত্ক্ষেপণ,utkhepɔn/utkhepon,,derivation,
উত্খাত,utkhɑt,,headword,
উতঙ্ক,utɔŋko,,headword,
উতথ্য,utottho,,headword,
উত্তোলন,uttolon,uttolɔn,headword,
উত্তোলিত,uttolito,,derivation,
উত্ত্যক্ত,uttɔkto,,headword,
উত্থান,utthɑn,,headword,
উত্থাপন,utthɑpon,utthɑpɔn,headword,
উত্থাপিত,utthɑpito,,derivation,
উত্থিত,utthito,,headword,
উত্পত্তি,utpotti,,headword,
উত্পথ,utpɔt(h),,headword,
উত্পথগামী,utpɔthoɡɑmi,,derivation,
উত্পন্ন,utpɔnno,,headword,
উত্পল,utpɔl,,headword,
উত্পাটন,utpɑʈon,utpɑʈɔn,headword,
উত্পাত,utpɑt,,headword,
উত্পাদক,utpɑdok,,headword,
উত্পাদন,utpɑdon,,derivation,
উত্পাদিকা,utpɑdikɑ,,derivation,
উত্পাদিত,utpɑdito,,derivation,
উত্পীড়ন,utpiɽon,utpiɽɔn,headword,
উত্পীড়ক,utpiɽɔk/utpiɽok,,derivation,
উত্প্রেক্ষা,utprekkhɑ,,headword,
উত্ফুল্ল,utphullo,,headword,
উত্স,utʃo,,headword,
উত্সমুখ,utʃomuk(h),,derivation,
উত্সন্ন,utʃɔnno,,headword,
উত্সব,utʃɔb,,headword,
উত্সর্গ,utʃɔrɡo,,headword,
উত্সর্গীকৃত,utʃorɡi(k)krito,,derivation,
উত্সর্জন,utʃɔrɟon,,headword,
উত্সাদন,utʃɑdon,,headword,
উত্সার,utʃɑr,,headword,
উত্সারণ,utʃɑron,,derivation,
উত্সারিত,utʃɑrito,,derivation,
উত্সাহ,utʃɑɦo,,headword,
উত্সুক,utʃuk,,headword,
উত্তপ্ত,uttɔpto,,headword,
উত্তম,uttɔm,,headword,
উত্তমমধ্যম,uttɔmmoddɦom/̃moddɦɔm,,derivation,
উত্তমাঙ্গ,uttomɑŋɡo,uttɔmɑŋɡo,headword,
উত্তমাশা,uttomɑʃɑ,uttɔmɑʃɑ,headword,
উত্তর,uttor,,headword,
উত্তরকাণ্ড,uttorkɑnɖo,,derivation,
উত্তরকাল,uttorkɑl,,derivation,
উত্তরপক্ষ,uttorpokkho,,derivation,
উত্তরফাল্গুনী,uttorphɑlɡuni,,derivation,
উত্তরমেরু,uttormeru,,derivation,
উত্তরসাধক,uttorʃɑdɦok,,derivation,
উত্তরপাড়া,uttorpɑɽɑ,,headword,
উত্তরাধিকার,uttorɑdɦikɑr,,headword,
উত্তরাধিকারী,uttorɑdɦikɑri,,derivation,
উত্তরাপথ,uttorɑpɔt(h),uttɔrɑpɔt(h),headword,
উত্তরায়ণ,uttorɑĕon,,headword,
উত্তরাষাঢ়া,uttorɑʃɑɽɑ,,headword,
উত্তরীয়,uttorio,,headword,
উত্তরোত্তর,uttorottor,,headword,
উত্তল,uttɔl,,headword,
উত্তান,uttɑn,,headword,
উত্তাপ,uttɑp,,headword,
উত্তাল,uttɑl,,headword,
উত্তীর্ণ,uttirno,,headword,
উত্তুঙ্গ,uttuŋɡo,,headword,
উত্তুরে,utture,,headword,
উত্তেজক,utteɟɔk,utteɟok,headword,
উত্তেজনা,utteɟɔnɑ,utteɟonɑ,headword,
উথালপাথাল,uthɑlpɑthɑl,,headword,
উদ্গত,udɡɔto,,headword,
উদ্গম,udɡɔm,,headword,
উদ্গাতা,udɡɑtɑ,,headword,
উদ্গার,udɡɑr,,headword,
উদ্গিরণ,udɡirɔn,udɡiron,headword,
উদ্গীর্ণ,udɡirno,,headword,
উদ্গ্রীব,udɡrib,,headword,
উদ্ঘাটন,udɡɦɑʈon,,headword,
উদ্ঘাটিত,udɡɦɑʈito,,derivation,
উদগ্র,udɔɡɡro,,headword,
উদজান,udoɟɑn,,headword,
উদম,udom,,headword,
উদ্ভ্রান্ত,udbɦrɑnto,,headword,
উদ্ যাপন,udɟɑpon,,headword,
উদ্,udbɟɑpito,,derivation,
উদ্ যোগ,udɟoɡ,,headword,
উদয়,udɔĕ,,headword,
উদয়াচল,udɔĕɑcɔl,,derivation,
উদয়াস্ত,udɔĕɑsto,,derivation,
উদয়ন,udɔĕon,,headword,
উদর,udɔr,,headword,
উদরাময়,udɔrɑmɔĕ/udorɑmɔĕ,,derivation,
উদরী,udori,,headword,
উদাত্ত,udɑtto,,headword,
উদার,udɑr,,headword,
উদারতা,udɑrotɑ/udɑrɔtɑ,,derivation,
উদারা,udɑrɑ,,headword,
উদাস,udɑʃ,,headword,
উদাসী,udɑʃi,,derivation,
উদাসীন,udɑʃin,,headword,
উদাহরণ,udɑɦɔron,,headword,
উদাহৃত,udɑrɦito,,derivation,
উদিত,udito,,headword,
উদীচী,udici,,headword,
উদীয়মান,udiomɑn,,headword,
উদুখল,udukhɔl,,headword,
উদো,udo,,headword,
উদ্দণ্ড,uddɔnɖo,,headword,
উদ্দাম,uddɑm,,headword,
উদ্দামতা,uddɑmotɑ,,derivation,
উদ্দিষ্ট,uddiʃʈo,,headword,
উদ্দীপন,uddipon,uddipɔn,headword,
উদ্দীপনা,uddipɔnɑ,,headword,
উদ্দীপিত,uddipito,,derivation,
উদ্দীপ্ত,uddipto,,derivation,
উদ্দেশ,uddeʃ,,headword,
উদ্দেশ্য,uddeʃʃo,,headword,
উদ্ধত,uddɦɔto,,headword,
উদ্ধব,uddɦɔb,,headword,
উদ্ধার,uddɦɑr,,headword,
উদ্ধৃত,uddɦrito,,headword,
উদ্ধৃতি,uddɦriti,,derivation,
উদ্বন্ধন,udbɔndɦon,,headword,
উদ্বর্তন,udbɔrton,,headword,
উদ্বায়ী,udbɑi,,headword,
উদ্বাস্তু,udbɑstu,,headword,
উদ্বাহ,udbɑɦo,,headword,
উদ্বাহু,udbɑɦu,,headword,
উদ্বিগ্ন,udbiɡno,,headword,
উদ্বিড়াল,udbiɽɑl,,headword,
উদ্বিড়াল,udbiɽɑl,,headword,
উদ্বুদ্ধ,udbuddɦo,,headword,
উদ্বৃত্ত,udbritto,,headword,
উদ্বেগ,udbeɡ,,headword,
উদ্বেজক,udbeɟok,udbeɟɔk,headword,
উদ্বেজিত,udbeɟito,,derivation,
উদ্বেল,udbel,,headword,
উদ্বেলিত,udbelito,,derivation,
উদ্বোধন,udbodɦon,,headword,
উদ্বোধক,udbodɦok/udbodɦɔk,,derivation,
উদ্ভট,udbhɔʈ,,headword,
উদ্ভট্টি,udbɦoʈʈi,,derivation,
উদ্ভব,udbɦɔb,,headword,
উদ্ভাবন,udbɦɑbon,,headword,
উদ্ভাবনা,udbɦɑbonɑ,,derivation,
উদ্ভাবক,udbɦɑbok,,derivation,
উদ্ভাবিত,udbɦɑbito,,derivation,
উদ্ভাস,udbɦɑʃ,,headword,
উদ্ভাসিত,udbɦɑʃito,,derivation,
উদ্ভিজ্জ,udbɦiɟɟo,,headword,
উদ্ভিদ,udbɦid,,headword,
উদ্ভূত,udbɦuto,,headword,
উদ্ভেদ,udbɦed,,headword,
উদ্যত,uddɔto,,headword,
উদ্যম,uddɔm,,headword,
উদ্যমী,uddomi,,derivation,
উদ্যান,uddɑn,,headword,
উদ্ যোগ,udɟoɡ,,headword,
উদ্যোগ,uddoɡ,,headword,
উদ্যোগী,uddoɡi,,derivation,
উদ্রিক্ত,uddrikto,,headword,
উদ্রেক,uddrek,,headword,
উধাও,udɦɑŏ,,headword,
উনপাঁজুরে,unpãɟure,,headword,
উনান,unɑn,,headword,
উনি,uni,,headword,
উনিশ,uniʃ,,headword,
উনিশে,uniʃe,,derivation,
উনুন,unun,,headword,
উন্নত,unnɔto,,headword,
উন্নতি,unnoti,,derivation,
উন্নয়ন,unnɔĕon,,headword,
উন্নয়নশীল,unnɔĕonʃil,,derivation,
উন্নাসিক,unnɑʃik,,headword,
উন্নাসিকতা,unnɑʃikɔtɑ/unnɑʃikotɑ,,derivation,
উন্মত্ত,unmɔtto,,headword,
উন্মত্ততা,unmɔttotɑ,,derivation,
উন্মন,unmon,,headword,
উন্মনা,unmonɑ/unmɔnɑ,,derivation,
উন্মাদ,unmad,,headword,
উন্মাদনা,unmɑdonɑ,,headword,
উন্মাদিনী,unmɑdini,,derivation,
উন্মার্গ,unmɑrɡo,,headword,
উন্মার্গগামী,unmɑrɡoɡɑmi,,derivation,
উন্মীলন,unmilɔn,unmilon,headword,
উন্মুক্ত,unmukto,,headword,
উন্মুখ,unmuk(h),,headword,
উন্মূলন,unmulɔn,unmulon,headword,
উন্মেষ,unmeʃ,,headword,
উন্মোচন,unmocon,unmocɔn,headword,
উন্মোচিত,unmocito,,derivation,
উপকণ্ঠ,upokɔnʈho,,headword,
উপকথা,upokɔthɑ,,headword,
উপকরণ,upokɔron,,headword,
উপকার,upokɑr,,headword,
উপকারী,upokɑri,,derivation,
উপকারিতা,upokɑritɑ,,derivation,
উপকৃত,upokrito,,derivation,
উপকূল,upokul,,headword,
উপক্রম,upokkrom,,headword,
উপক্ষার,upokkhɑr,,headword,
উপগত,upoɡɔto,,headword,
উপগ্রহ,upoɡɡroɦo,,headword,
উপচয়,upocɔĕ,,headword,
উপচিত,upocito,,derivation,
উপচর্যা,upocɔrɟɑ,,headword,
উপচার,upocɑr,,headword,
উপচিকীর্ষা,upocikirʃɑ,,headword,
উপচীয়মান,upociomɑn,,headword,
উপচ্ছায়া,upocchɑĕɑ,,headword,
উপজাত,upoɟɑto,,headword,
উপজাতি,upoɟɑti,,headword,
উপজিহ্বা,upoɟiŭbɦɑ,,headword,
উপজীবিকা,upoɟibikɑ,,headword,
উপজীব্য,upoɟibbo,,headword,
উপোঢৌকন,upoɖɦoŭkon,upoɖɦoŭkɔn,headword,
উপত্যকা,upottɔkɑ,,headword,
উপদংশ,upodɔŋʃo,,headword,
উপদিষ্ট,upodiʃʈo,,headword,
উপদেশ,upodeʃ,,headword,
উপদেশক,upodeʃɔk,,derivation,
উপদেষ্টা,upodeʃʈɑ,,derivation,
উপদ্বীপ,upoddip,,headword,
উপদ্রব,upoddrob,,headword,
উপদ্রুত,upoddruto,,derivation,
উপধা,upodɦɑ,,headword,
উপনগর,uponɔɡor,,headword,
উপনদ,uponɔd,,headword,
উপনদী,uponodi,,derivation,
উপনয়ন,uponɔĕon,,headword,
উপনিবিষ্ট,uponibiʃʈo,,headword,
উপনিবেশ,uponibeʃ,,headword,
উপনিষদ,uponiʃɔd,,headword,
উপনীত,uponito,,headword,
উপনেত্র,uponettro,,headword,
উপন্যাস,uponnɑʃ,,headword,
উপপত্তি,upopotti,,headword,
উপপত্নী,upopotni,,headword,
উপপদ,upopɔd,,headword,
উপপাদ্য,upopɑddo,,headword,
উপবন,upobon,,headword,
উপবাস,upobɑʃ,,headword,
উপবাসী,upobɑʃi,,derivation,
উপবিষ্ট,upobiʃʈo,,headword,
উপবীত,upobito,upobit,headword,
উপবেশন,upobeʃon,,headword,
উপভাষা,upobɦɑʃɑ,,headword,
উপভোগ,upobɦoɡ,,headword,
উপভোগ্য,upobɦoɡɡo,,derivation,
উপমা,upomɑ,,headword,
উপমান,upomɑn,,derivation,
উপমিত,upomito,,derivation,
উপমেয়,upomeo,,derivation,
উপযাচক,upoɟɑcok,,headword,
উপযুক্ত,upoɟukto,,headword,
উপযোগ,upoɟoɡ,,headword,
উপযোগী,upoɟoɡi,,headword,
উপযোগিতা,upoɟoɡitɑ,,derivation,
উপর,upor,,headword,
উপোরওয়ালা,uporoɑlɑ,,derivation,
উপরচালাক,uporcɑlɑk,,derivation,
উপরতি,uporoti,,headword,
উপরন্তু,uporontu,,headword,
উপরি,upori,,headword,
উপরিস্হিত,uporisthito,,headword,
উপরোক্ত,uporokto,,headword,
উপরোধ,uporod(ɦ),,headword,
উপর্যুক্ত,uporɟukto,,headword,
উপর্যুপরি,uporɟupori,,headword,
উপল,upɔl,upol,headword,
উপলক্ষ,upolokkho,,headword,
উপলক্ষ্য,upolokkho,,headword,
উপলব্ধ,upolɔbdɦo,,headword,
উপলব্ধি,upolobdɦi,,derivation,
উপশম,upoʃom,,headword,
উপশিষ্য,upoʃiʃʃo,,headword,
উপসংহার,upoʃɔŋɦɑr,,headword,
উপসর্গ,upoʃɔrɡo,,headword,
উপসাগর,upoʃɑɡor,,headword,
উপসুন্দ,upoʃundo,,headword,
উপস্ত্রী,upostri,,headword,
উপস্হাপন,uposthɑpon,,headword,
উপস্হিত,uposthit,,headword,
উপস্হিতি,uposthiti,,derivation,
উপস্হিতবুদ্ধি,uposthitbuddɦi,,derivation,
উপস্বত্ব,upoʃɔtto,,headword,
উপহসিত,upoɦoʃito,,headword,
উপহার,upoɦɑr,,headword,
উপহাস,upoɦɑʃ,,headword,
উপাখ্যান,upɑkkhɑn,,headword,
উপাঙ্গ,upɑŋɡo,,headword,
উপাচার্য,upɑcɑrɟo,,headword,
উপাত্ত,upɑtto,,headword,
উপাদান,upɑdɑn,,headword,
উপাদেয়,upɑdeo,,headword,
উপাধান,upɑdɦɑn,,headword,
উপাধি,upɑdɦi,,headword,
উপাধিধারী,upɑdɦidɦɑri,,derivation,
উপাধ্যায়,upɑddɦɑĕ,,headword,
উপান্ত,upɑnto,,headword,
উপায়,upɑĕ,,headword,
উপায়ক্ষম্,upɑĕokkhom/upɑĕokkhɔmo,,derivation,
উপায়ান্তর,upɑĕɑntɔr/upɑĕɑntor,,derivation,
উপারম্ভ,upɑrɔmbɦo,upɑrombɦo,headword,
উপার্জন,upɑrɟon,,headword,
উপার্জিত,upɑrɟito,,derivation,
উপাসনা,upɑʃonɑ,upɑʃɔnɑ,headword,
উপাস্হি,upɑsthi,,headword,
উপাস্য,upɑʃʃo,,headword,
উপুড়,upuɽ,,headword,
উপেক্ষা,upekkhɑ,,headword,
উপেক্ষিত,upekkhito,,derivation,
উপেন্দ্র,upendro,,headword,
উপোস,upoʃ,,headword,
উপ্ত,upto,,headword,
উভচর,ubɦocɔr,,headword,
উভয়,ubɦɔĕ,,headword,
উভলিঙ্গ,ubɦoliŋɡo,,headword,
উমর,umɔr,umor,headword,
উমাপতি,umɑpoti,,headword,
উমেদার,umedɑr,,headword,
উমেশ,umeʃ,,headword,
উরস,urɔʃ,uroʃ,headword,
উরু,uru,,headword,
উর্দি,urdi,,headword,
উর্দি,urdu,,headword,
উর্বর,urbɔr,,headword,
উর্বশী,urboʃi,,headword,
উর্বী,urbi,,headword,
উলকি,ulki,,headword,
উলঙ্গ,ulɔŋɡo,,headword,
উলটপালট,uloʈpɑloʈ,,headword,
উলটা,ulʈɑ,,headword,
উলটো,ulʈo,,derivation,
উলটোপালটা,ulʈopɑlʈɑ,,derivation,
উলুখাগড়া,ulukhɑɡɽɑ,,headword,
উলুবেড়িয়া,ulubeɽiɑ,,headword,
উলুক,uluk,,headword,
উলূকী,uluki,,derivation,
উল্কি,ulki,,headword,
উল্লঙ্ঘন,ullɔŋɡɦon,,headword,
উল্লঙ্ঘিত,ullɔŋɡɦito,,derivation,
উল্লম্ব,ullɔmbo,,headword,
উল্লাস,ullɑʃ,,headword,
উল্লাসিত,ulloʃito,,derivation,
উল্লুক,ulluk,,headword,
উল্লেখ,ullek(h),,headword,
উল্লেখযোগ্য,ullek(h)ɟoɡɡo,,derivation,
উল্লিখিত,ullikhito,,derivation,
উশনা,uʃonɑ,uʃɔnɑ,headword,
উশীর,uʃir,,headword,
উশুল,uʃul,,headword,
উষসী,uʃoʃi,,headword,
উষা,uʃɑ,,headword,
ঊষা,uʃɑ,,headword,
উষ্ট্র,uʃʈro,,headword,
উষ্ণ,uʃno,,headword,
উষ্ণতা,uʃnotɑ,,derivation,
উষ্ণবীর্য,uʃnobirɟo,,derivation,
উষ্ণীষ,uʃniʃ,,headword,
উষ্মবর্ণ,uʃmobɔrno,uʃʃõbɔrno,headword,
উষ্মা,uʃmɑ,uʃʃã,headword,
উসকানি,uʃkɑni,,headword,
উসকোখুসকো,uʃkokhuʃko,,headword,
উসখুস,uʃkhuʃ,,headword,
উহা,uɦɑ,,headword,
উহ্যমান,uɟɟɦomɑn,,headword,
ঊ,u,,headword,
ঊঢ়,uɽɦo,,headword,
ঊন,uno,,headword,
ঊনবিংশ,unobiŋʃo,,derivation,
ঊরু,uru,,headword,
ঊরুস্তম্ভ,urustɔmbɦo,,derivation,
ঊর্ণনাভ,urnonɑbɦo,,headword,
উর্ণনাভ,urnonɑbɦo,,headword,
ঊর্ধ্ব,urdɦo,,headword,
ঊর্ধ্বগামী,urdɦoɡɑmi,,derivation,
ঊর্ধ্বমুখ,urdɦomuk(h),,derivation,
ঊর্ধ্বমুখী,urdɦomukhi,,derivation,
ঊর্ধ্বশ্বাস,urdɦoʃʃɑʃ,,derivation,
ঊর্মি,urmi,,headword,
ঊর্মিমালা,urmimɑlɑ,,derivation,
ঊর্মিলা,urmilɑ,,headword,
ঊষর,uʃɔr,,headword,
ঊহ্য,uɟɟɦo,,headword,
ঋ,ri,,headword,
ঋকার,rikɑr,,derivation,
ঋক্,rik,,headword,
ঋক্ষ,rikkho,,headword,
ঋগ্বেদ,riɡbed,,headword,
ঋজু,riɟu,,headword,
ঋজুরেখা,riɟurekhɑ,,derivation,
ঋণ,rin,,headword,
ঋণগ্রস্ত,rinoggrosto/̃grosto,,derivation,
ঋণপত্র,rinpɔttro,,derivation,
ঋত,rito,,headword,
ঋতজিত্,ritoɟit,,derivation,
ঋতব্রত,ritobbroto,,derivation,
ঋতু,ritu,,headword,
ঋতু,rituporibɔrton,,derivation,
ঋতুমতী,ritumoti,,derivation,
ঋতুস্নান,ritussnɑn,,derivation,
ঋত্বিক,rittik,,headword,
ঋদ্ধ,riddɦo,,headword,
ঋদ্ধি,riddɦi,,headword,
ঋদ্ধিমান,riddɦimɑn,,derivation,
ঋষভ,riʃɔb(ɦ),,headword,
ঋষ্য,riʃʃo,,headword,
ঋষ্যমূক,riʃʃomuk,,derivation,
'ঋষ্যশৃঙ্গ',riʃʃo(s)sriŋɡo,,derivation,
এ,e,,headword,
এই,eĭ,,headword,
এইসা,eĭsɑ,,headword,
এঁচড়,ẽcoɽ,,headword,
এঁটুলি,ẽʈuli,,headword,
এঁটেল,ẽʈel,,headword,
এঁটো,ẽʈo,,headword,
এঁড়ে,ẽɽe,,headword,
এঁদো,ẽdo,,headword,
এক,æk,,headword,
একআধটা,ækɑd(ɦ)ʈɑ,,derivation,
একক,ekɔk,,derivation,
এককলমি,ækkɔlomi,,derivation,
এককাট্টা,ækkɑʈʈɑ,,derivation,
এককালীন,ækkɑlin,,derivation,
একগলা,æɡɡɔlɑ,,derivation,
একগাছা,æɡɡɑchɑ,,derivation,
একগাল,æɡɡɑl,,derivation,
একগুঁয়ে,æɡɡũe/æɡɡũẽ,,derivation,
একঘরে,æɡɡɦore,,derivation,
একঘেয়ে,æɡɡɦe(ĕ)e,,derivation,
একচোট,ækcoʈ,,derivation,
একচ্ছত্র,ekocchɔttro,,derivation,
একটি,ekʈi,,derivation,
একতন্ত্রী,ekotontri,,derivation,
একতরফা,æktɔrphɑ,,derivation,
একতা,ækotɑ/ekotɑ,,derivation,
একতান,ekotɑn,,derivation,
একতারা,æktɑrɑ,,derivation,
একত্র,ekottro/ækottro,,derivation,
একত্রিত,ekottrito,,derivation,
একত্ব,ekotto/ækotto,,derivation,
একদৃষ্টে,ækdriʃʈe,,derivation,
একদেশদর্শী,ekodeʃo-dorʃi,,derivation,
একনজরে,æknɔɟore,,derivation,
একনাগাড়ে,æknɑɡɑɽe,,derivation,
একপেশে,ækpeʃe,,derivation,
একবচন,ækbɔcon,,derivation,
একবগ্গা,ækbɔɡɡɑ,,derivation,
একবস্ত্র,ækbɔstro,,derivation,
একবিধ,ekobidɦo,,derivation,
একযোগে,ækɟoɡe,,derivation,
